p_naive_to_effector,p_naive_to_memory,p_effector_to_memory,p_effector_to_dead,p_memory_to_effector,p_memory_to_dead,p_memory_lifespan,p_effector_lifespan
0.0,0.0,0.2,0.1,0.0,0.3,0.4,0.0
0.0,0.0,0.2,0.1,0.0,0.4,0.0,0.3
0.0,0.0,0.2,0.1,0.0,0.4,0.1,0.2
0.0,0.0,0.2,0.1,0.0,0.4,0.2,0.1
0.0,0.0,0.2,0.1,0.0,0.4,0.3,0.0
0.0,0.0,0.2,0.1,0.0,0.5,0.0,0.2
0.0,0.0,0.2,0.1,0.0,0.5,0.1,0.1
0.0,0.0,0.2,0.1,0.0,0.5,0.2,0.0
0.0,0.0,0.2,0.1,0.0,0.6,0.0,0.1
0.0,0.0,0.2,0.1,0.0,0.6,0.1,0.0
0.0,0.0,0.2,0.1,0.0,0.7,0.0,0.0
0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.6
0.0,0.0,0.2,0.1,0.1,0.0,0.1,0.5
0.0,0.0,0.2,0.1,0.1,0.0,0.2,0.4
0.0,0.0,0.2,0.1,0.1,0.0,0.3,0.3
0.0,0.0,0.2,0.1,0.1,0.0,0.4,0.2
0.0,0.0,0.2,0.1,0.1,0.0,0.5,0.1
0.0,0.0,0.2,0.1,0.1,0.0,0.6,0.0
0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.5
0.0,0.0,0.2,0.1,0.1,0.1,0.1,0.4
0.0,0.0,0.2,0.1,0.1,0.1,0.2,0.3
0.0,0.0,0.2,0.1,0.1,0.1,0.3,0.2
0.0,0.0,0.2,0.1,0.1,0.1,0.4,0.1
0.0,0.0,0.2,0.1,0.1,0.1,0.5,0.0
0.0,0.0,0.2,0.1,0.1,0.2,0.0,0.4
0.0,0.0,0.2,0.1,0.1,0.2,0.1,0.3
0.0,0.0,0.2,0.1,0.1,0.2,0.2,0.2
0.0,0.0,0.2,0.1,0.1,0.2,0.3,0.1
0.0,0.0,0.2,0.1,0.1,0.2,0.4,0.0
0.0,0.0,0.2,0.1,0.1,0.3,0.0,0.3
0.0,0.0,0.2,0.1,0.1,0.3,0.1,0.2
0.0,0.0,0.2,0.1,0.1,0.3,0.2,0.1
0.0,0.0,0.2,0.1,0.1,0.3,0.3,0.0
0.0,0.0,0.2,0.1,0.1,0.4,0.0,0.2
0.0,0.0,0.2,0.1,0.1,0.4,0.1,0.1
0.0,0.0,0.2,0.1,0.1,0.4,0.2,0.0
0.0,0.0,0.2,0.1,0.1,0.5,0.0,0.1
0.0,0.0,0.2,0.1,0.1,0.5,0.1,0.0
0.0,0.0,0.2,0.1,0.1,0.6,0.0,0.0
0.0,0.0,0.2,0.1,0.2,0.0,0.0,0.5
0.0,0.0,0.2,0.1,0.2,0.0,0.1,0.4
0.0,0.0,0.2,0.1,0.2,0.0,0.2,0.3
0.0,0.0,0.2,0.1,0.2,0.0,0.3,0.2
0.0,0.0,0.2,0.1,0.2,0.0,0.4,0.1
0.0,0.0,0.2,0.1,0.2,0.0,0.5,0.0
0.0,0.0,0.2,0.1,0.2,0.1,0.0,0.4
0.0,0.0,0.2,0.1,0.2,0.1,0.1,0.3
0.0,0.0,0.2,0.1,0.2,0.1,0.2,0.2
0.0,0.0,0.2,0.1,0.2,0.1,0.3,0.1
0.0,0.0,0.2,0.1,0.2,0.1,0.4,0.0
0.0,0.0,0.2,0.1,0.2,0.2,0.0,0.3
0.0,0.0,0.2,0.1,0.2,0.2,0.1,0.2
0.0,0.0,0.2,0.1,0.2,0.2,0.2,0.1
0.0,0.0,0.2,0.1,0.2,0.2,0.3,0.0
0.0,0.0,0.2,0.1,0.2,0.3,0.0,0.2
0.0,0.0,0.2,0.1,0.2,0.3,0.1,0.1
0.0,0.0,0.2,0.1,0.2,0.3,0.2,0.0
0.0,0.0,0.2,0.1,0.2,0.4,0.0,0.1
0.0,0.0,0.2,0.1,0.2,0.4,0.1,0.0
0.0,0.0,0.2,0.1,0.2,0.5,0.0,0.0
0.0,0.0,0.2,0.1,0.3,0.0,0.0,0.4
0.0,0.0,0.2,0.1,0.3,0.0,0.1,0.3
0.0,0.0,0.2,0.1,0.3,0.0,0.2,0.2
0.0,0.0,0.2,0.1,0.3,0.0,0.3,0.1
0.0,0.0,0.2,0.1,0.3,0.0,0.4,0.0
0.0,0.0,0.2,0.1,0.3,0.1,0.0,0.3
0.0,0.0,0.2,0.1,0.3,0.1,0.1,0.2
0.0,0.0,0.2,0.1,0.3,0.1,0.2,0.1
0.0,0.0,0.2,0.1,0.3,0.1,0.3,0.0
0.0,0.0,0.2,0.1,0.3,0.2,0.0,0.2
0.0,0.0,0.2,0.1,0.3,0.2,0.1,0.1
0.0,0.0,0.2,0.1,0.3,0.2,0.2,0.0
0.0,0.0,0.2,0.1,0.3,0.3,0.0,0.1
0.0,0.0,0.2,0.1,0.3,0.3,0.1,0.0
0.0,0.0,0.2,0.1,0.3,0.4,0.0,0.0
0.0,0.0,0.2,0.1,0.4,0.0,0.0,0.3
0.0,0.0,0.2,0.1,0.4,0.0,0.1,0.2
0.0,0.0,0.2,0.1,0.4,0.0,0.2,0.1
0.0,0.0,0.2,0.1,0.4,0.0,0.3,0.0
0.0,0.0,0.2,0.1,0.4,0.1,0.0,0.2
0.0,0.0,0.2,0.1,0.4,0.1,0.1,0.1
0.0,0.0,0.2,0.1,0.4,0.1,0.2,0.0
0.0,0.0,0.2,0.1,0.4,0.2,0.0,0.1
0.0,0.0,0.2,0.1,0.4,0.2,0.1,0.0
0.0,0.0,0.2,0.1,0.4,0.3,0.0,0.0
0.0,0.0,0.2,0.1,0.5,0.0,0.0,0.2
0.0,0.0,0.2,0.1,0.5,0.0,0.1,0.1
0.0,0.0,0.2,0.1,0.5,0.0,0.2,0.0
0.0,0.0,0.2,0.1,0.5,0.1,0.0,0.1
0.0,0.0,0.2,0.1,0.5,0.1,0.1,0.0
0.0,0.0,0.2,0.1,0.5,0.2,0.0,0.0
0.0,0.0,0.2,0.1,0.6,0.0,0.0,0.1
0.0,0.0,0.2,0.1,0.6,0.0,0.1,0.0
0.0,0.0,0.2,0.1,0.6,0.1,0.0,0.0
0.0,0.0,0.2,0.1,0.7,0.0,0.0,0.0
0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.6
0.0,0.0,0.2,0.2,0.0,0.0,0.1,0.5
0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.4
0.0,0.0,0.2,0.2,0.0,0.0,0.3,0.3
0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.2
0.0,0.0,0.2,0.2,0.0,0.0,0.5,0.1
0.0,0.0,0.2,0.2,0.0,0.0,0.6,0.0
0.0,0.0,0.2,0.2,0.0,0.1,0.0,0.5
0.0,0.0,0.2,0.2,0.0,0.1,0.1,0.4
0.0,0.0,0.2,0.2,0.0,0.1,0.2,0.3
0.0,0.0,0.2,0.2,0.0,0.1,0.3,0.2
0.0,0.0,0.2,0.2,0.0,0.1,0.4,0.1
0.0,0.0,0.2,0.2,0.0,0.1,0.5,0.0
0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.4
0.0,0.0,0.2,0.2,0.0,0.2,0.1,0.3
0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2
0.0,0.0,0.2,0.2,0.0,0.2,0.3,0.1
0.0,0.0,0.2,0.2,0.0,0.2,0.4,0.0
0.0,0.0,0.2,0.2,0.0,0.3,0.0,0.3
0.0,0.0,0.2,0.2,0.0,0.3,0.1,0.2
0.0,0.0,0.2,0.2,0.0,0.3,0.2,0.1
0.0,0.0,0.2,0.2,0.0,0.3,0.3,0.0
0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.2
0.0,0.0,0.2,0.2,0.0,0.4,0.1,0.1
0.0,0.0,0.2,0.2,0.0,0.4,0.2,0.0
0.0,0.0,0.2,0.2,0.0,0.5,0.0,0.1
0.0,0.0,0.2,0.2,0.0,0.5,0.1,0.0
0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0
0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.5
0.0,0.0,0.2,0.2,0.1,0.0,0.1,0.4
0.0,0.0,0.2,0.2,0.1,0.0,0.2,0.3
0.0,0.0,0.2,0.2,0.1,0.0,0.3,0.2
0.0,0.0,0.2,0.2,0.1,0.0,0.4,0.1
0.0,0.0,0.2,0.2,0.1,0.0,0.5,0.0
0.0,0.0,0.2,0.2,0.1,0.1,0.0,0.4
0.0,0.0,0.2,0.2,0.1,0.1,0.1,0.3
0.0,0.0,0.2,0.2,0.1,0.1,0.2,0.2
0.0,0.0,0.2,0.2,0.1,0.1,0.3,0.1
0.0,0.0,0.2,0.2,0.1,0.1,0.4,0.0
0.0,0.0,0.2,0.2,0.1,0.2,0.0,0.3
0.0,0.0,0.2,0.2,0.1,0.2,0.1,0.2
0.0,0.0,0.2,0.2,0.1,0.2,0.2,0.1
0.0,0.0,0.2,0.2,0.1,0.2,0.3,0.0
0.0,0.0,0.2,0.2,0.1,0.3,0.0,0.2
0.0,0.0,0.2,0.2,0.1,0.3,0.1,0.1
0.0,0.0,0.2,0.2,0.1,0.3,0.2,0.0
0.0,0.0,0.2,0.2,0.1,0.4,0.0,0.1
0.0,0.0,0.2,0.2,0.1,0.4,0.1,0.0
0.0,0.0,0.2,0.2,0.1,0.5,0.0,0.0
0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.4
0.0,0.0,0.2,0.2,0.2,0.0,0.1,0.3
0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.2
0.0,0.0,0.2,0.2,0.2,0.0,0.3,0.1
0.0,0.0,0.2,0.2,0.2,0.0,0.4,0.0
0.0,0.0,0.2,0.2,0.2,0.1,0.0,0.3
0.0,0.0,0.2,0.2,0.2,0.1,0.1,0.2
0.0,0.0,0.2,0.2,0.2,0.1,0.2,0.1
0.0,0.0,0.2,0.2,0.2,0.1,0.3,0.0
0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.2
0.0,0.0,0.2,0.2,0.2,0.2,0.1,0.1
0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0
0.0,0.0,0.2,0.2,0.2,0.3,0.0,0.1
0.0,0.0,0.2,0.2,0.2,0.3,0.1,0.0
0.0,0.0,0.2,0.2,0.2,0.4,0.0,0.0
0.0,0.0,0.2,0.2,0.3,0.0,0.0,0.3
0.0,0.0,0.2,0.2,0.3,0.0,0.1,0.2
0.0,0.0,0.2,0.2,0.3,0.0,0.2,0.1
0.0,0.0,0.2,0.2,0.3,0.0,0.3,0.0
0.0,0.0,0.2,0.2,0.3,0.1,0.0,0.2
0.0,0.0,0.2,0.2,0.3,0.1,0.1,0.1
0.0,0.0,0.2,0.2,0.3,0.1,0.2,0.0
0.0,0.0,0.2,0.2,0.3,0.2,0.0,0.1
0.0,0.0,0.2,0.2,0.3,0.2,0.1,0.0
0.0,0.0,0.2,0.2,0.3,0.3,0.0,0.0
0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.2
0.0,0.0,0.2,0.2,0.4,0.0,0.1,0.1
0.0,0.0,0.2,0.2,0.4,0.0,0.2,0.0
0.0,0.0,0.2,0.2,0.4,0.1,0.0,0.1
0.0,0.0,0.2,0.2,0.4,0.1,0.1,0.0
0.0,0.0,0.2,0.2,0.4,0.2,0.0,0.0
0.0,0.0,0.2,0.2,0.5,0.0,0.0,0.1
0.0,0.0,0.2,0.2,0.5,0.0,0.1,0.0
0.0,0.0,0.2,0.2,0.5,0.1,0.0,0.0
0.0,0.0,0.2,0.2,0.6,0.0,0.0,0.0
0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.5
0.0,0.0,0.2,0.3,0.0,0.0,0.1,0.4
0.0,0.0,0.2,0.3,0.0,0.0,0.2,0.3
0.0,0.0,0.2,0.3,0.0,0.0,0.3,0.2
0.0,0.0,0.2,0.3,0.0,0.0,0.4,0.1
0.0,0.0,0.2,0.3,0.0,0.0,0.5,0.0
0.0,0.0,0.2,0.3,0.0,0.1,0.0,0.4
0.0,0.0,0.2,0.3,0.0,0.1,0.1,0.3
0.0,0.0,0.2,0.3,0.0,0.1,0.2,0.2
0.0,0.0,0.2,0.3,0.0,0.1,0.3,0.1
0.0,0.0,0.2,0.3,0.0,0.1,0.4,0.0
0.0,0.0,0.2,0.3,0.0,0.2,0.0,0.3
0.0,0.0,0.2,0.3,0.0,0.2,0.1,0.2
0.0,0.0,0.2,0.3,0.0,0.2,0.2,0.1
0.0,0.0,0.2,0.3,0.0,0.2,0.3,0.0
0.0,0.0,0.2,0.3,0.0,0.3,0.0,0.2
0.0,0.0,0.2,0.3,0.0,0.3,0.1,0.1
0.0,0.0,0.2,0.3,0.0,0.3,0.2,0.0
0.0,0.0,0.2,0.3,0.0,0.4,0.0,0.1
0.0,0.0,0.2,0.3,0.0,0.4,0.1,0.0
0.0,0.0,0.2,0.3,0.0,0.5,0.0,0.0
0.0,0.0,0.2,0.3,0.1,0.0,0.0,0.4
0.0,0.0,0.2,0.3,0.1,0.0,0.1,0.3
0.0,0.0,0.2,0.3,0.1,0.0,0.2,0.2
0.0,0.0,0.2,0.3,0.1,0.0,0.3,0.1
0.0,0.0,0.2,0.3,0.1,0.0,0.4,0.0
0.0,0.0,0.2,0.3,0.1,0.1,0.0,0.3
0.0,0.0,0.2,0.3,0.1,0.1,0.1,0.2
0.0,0.0,0.2,0.3,0.1,0.1,0.2,0.1
0.0,0.0,0.2,0.3,0.1,0.1,0.3,0.0
0.0,0.0,0.2,0.3,0.1,0.2,0.0,0.2
0.0,0.0,0.2,0.3,0.1,0.2,0.1,0.1
0.0,0.0,0.2,0.3,0.1,0.2,0.2,0.0
0.0,0.0,0.2,0.3,0.1,0.3,0.0,0.1
0.0,0.0,0.2,0.3,0.1,0.3,0.1,0.0
0.0,0.0,0.2,0.3,0.1,0.4,0.0,0.0
0.0,0.0,0.2,0.3,0.2,0.0,0.0,0.3
0.0,0.0,0.2,0.3,0.2,0.0,0.1,0.2
0.0,0.0,0.2,0.3,0.2,0.0,0.2,0.1
0.0,0.0,0.2,0.3,0.2,0.0,0.3,0.0
0.0,0.0,0.2,0.3,0.2,0.1,0.0,0.2
0.0,0.0,0.2,0.3,0.2,0.1,0.1,0.1
0.0,0.0,0.2,0.3,0.2,0.1,0.2,0.0
0.0,0.0,0.2,0.3,0.2,0.2,0.0,0.1
0.0,0.0,0.2,0.3,0.2,0.2,0.1,0.0
0.0,0.0,0.2,0.3,0.2,0.3,0.0,0.0
0.0,0.0,0.2,0.3,0.3,0.0,0.0,0.2
0.0,0.0,0.2,0.3,0.3,0.0,0.1,0.1
0.0,0.0,0.2,0.3,0.3,0.0,0.2,0.0
0.0,0.0,0.2,0.3,0.3,0.1,0.0,0.1
0.0,0.0,0.2,0.3,0.3,0.1,0.1,0.0
0.0,0.0,0.2,0.3,0.3,0.2,0.0,0.0
0.0,0.0,0.2,0.3,0.4,0.0,0.0,0.1
0.0,0.0,0.2,0.3,0.4,0.0,0.1,0.0
0.0,0.0,0.2,0.3,0.4,0.1,0.0,0.0
0.0,0.0,0.2,0.3,0.5,0.0,0.0,0.0
0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4
0.0,0.0,0.2,0.4,0.0,0.0,0.1,0.3
0.0,0.0,0.2,0.4,0.0,0.0,0.2,0.2
0.0,0.0,0.2,0.4,0.0,0.0,0.3,0.1
0.0,0.0,0.2,0.4,0.0,0.0,0.4,0.0
0.0,0.0,0.2,0.4,0.0,0.1,0.0,0.3
0.0,0.0,0.2,0.4,0.0,0.1,0.1,0.2
0.0,0.0,0.2,0.4,0.0,0.1,0.2,0.1
0.0,0.0,0.2,0.4,0.0,0.1,0.3,0.0
0.0,0.0,0.2,0.4,0.0,0.2,0.0,0.2
0.0,0.0,0.2,0.4,0.0,0.2,0.1,0.1
0.0,0.0,0.2,0.4,0.0,0.2,0.2,0.0
0.0,0.0,0.2,0.4,0.0,0.3,0.0,0.1
0.0,0.0,0.2,0.4,0.0,0.3,0.1,0.0
0.0,0.0,0.2,0.4,0.0,0.4,0.0,0.0
0.0,0.0,0.2,0.4,0.1,0.0,0.0,0.3
0.0,0.0,0.2,0.4,0.1,0.0,0.1,0.2
0.0,0.0,0.2,0.4,0.1,0.0,0.2,0.1
0.0,0.0,0.2,0.4,0.1,0.0,0.3,0.0
0.0,0.0,0.2,0.4,0.1,0.1,0.0,0.2
0.0,0.0,0.2,0.4,0.1,0.1,0.1,0.1
0.0,0.0,0.2,0.4,0.1,0.1,0.2,0.0
0.0,0.0,0.2,0.4,0.1,0.2,0.0,0.1
0.0,0.0,0.2,0.4,0.1,0.2,0.1,0.0
0.0,0.0,0.2,0.4,0.1,0.3,0.0,0.0
0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.2
0.0,0.0,0.2,0.4,0.2,0.0,0.1,0.1
0.0,0.0,0.2,0.4,0.2,0.0,0.2,0.0
0.0,0.0,0.2,0.4,0.2,0.1,0.0,0.1
0.0,0.0,0.2,0.4,0.2,0.1,0.1,0.0
0.0,0.0,0.2,0.4,0.2,0.2,0.0,0.0
0.0,0.0,0.2,0.4,0.3,0.0,0.0,0.1
0.0,0.0,0.2,0.4,0.3,0.0,0.1,0.0
0.0,0.0,0.2,0.4,0.3,0.1,0.0,0.0
0.0,0.0,0.2,0.4,0.4,0.0,0.0,0.0
0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.3
0.0,0.0,0.2,0.5,0.0,0.0,0.1,0.2
0.0,0.0,0.2,0.5,0.0,0.0,0.2,0.1
0.0,0.0,0.2,0.5,0.0,0.0,0.3,0.0
0.0,0.0,0.2,0.5,0.0,0.1,0.0,0.2
0.0,0.0,0.2,0.5,0.0,0.1,0.1,0.1
0.0,0.0,0.2,0.5,0.0,0.1,0.2,0.0
0.0,0.0,0.2,0.5,0.0,0.2,0.0,0.1
0.0,0.0,0.2,0.5,0.0,0.2,0.1,0.0
0.0,0.0,0.2,0.5,0.0,0.3,0.0,0.0
0.0,0.0,0.2,0.5,0.1,0.0,0.0,0.2
0.0,0.0,0.2,0.5,0.1,0.0,0.1,0.1
0.0,0.0,0.2,0.5,0.1,0.0,0.2,0.0
0.0,0.0,0.2,0.5,0.1,0.1,0.0,0.1
0.0,0.0,0.2,0.5,0.1,0.1,0.1,0.0
0.0,0.0,0.2,0.5,0.1,0.2,0.0,0.0
0.0,0.0,0.2,0.5,0.2,0.0,0.0,0.1
0.0,0.0,0.2,0.5,0.2,0.0,0.1,0.0
0.0,0.0,0.2,0.5,0.2,0.1,0.0,0.0
0.0,0.0,0.2,0.5,0.3,0.0,0.0,0.0
0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.2
0.0,0.0,0.2,0.6,0.0,0.0,0.1,0.1
0.0,0.0,0.2,0.6,0.0,0.0,0.2,0.0
0.0,0.0,0.2,0.6,0.0,0.1,0.0,0.1
0.0,0.0,0.2,0.6,0.0,0.1,0.1,0.0
0.0,0.0,0.2,0.6,0.0,0.2,0.0,0.0
0.0,0.0,0.2,0.6,0.1,0.0,0.0,0.1
0.0,0.0,0.2,0.6,0.1,0.0,0.1,0.0
0.0,0.0,0.2,0.6,0.1,0.1,0.0,0.0
0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.0
0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0
0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7
0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.6
0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.5
0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.4
0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.3
0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.2
0.0,0.0,0.3,0.0,0.0,0.0,0.6,0.1
0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0
0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.6
0.0,0.0,0.3,0.0,0.0,0.1,0.1,0.5
0.0,0.0,0.3,0.0,0.0,0.1,0.2,0.4
0.0,0.0,0.3,0.0,0.0,0.1,0.3,0.3
0.0,0.0,0.3,0.0,0.0,0.1,0.4,0.2
0.0,0.0,0.3,0.0,0.0,0.1,0.5,0.1
0.0,0.0,0.3,0.0,0.0,0.1,0.6,0.0
0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.5
0.0,0.0,0.3,0.0,0.0,0.2,0.1,0.4
0.0,0.0,0.3,0.0,0.0,0.2,0.2,0.3
0.0,0.0,0.3,0.0,0.0,0.2,0.3,0.2
0.0,0.0,0.3,0.0,0.0,0.2,0.4,0.1
0.0,0.0,0.3,0.0,0.0,0.2,0.5,0.0
0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.4
0.0,0.0,0.3,0.0,0.0,0.3,0.1,0.3
0.0,0.0,0.3,0.0,0.0,0.3,0.2,0.2
0.0,0.0,0.3,0.0,0.0,0.3,0.3,0.1
0.0,0.0,0.3,0.0,0.0,0.3,0.4,0.0
0.0,0.0,0.3,0.0,0.0,0.4,0.0,0.3
0.0,0.0,0.3,0.0,0.0,0.4,0.1,0.2
0.0,0.0,0.3,0.0,0.0,0.4,0.2,0.1
0.0,0.0,0.3,0.0,0.0,0.4,0.3,0.0
0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.2
0.0,0.0,0.3,0.0,0.0,0.5,0.1,0.1
0.0,0.0,0.3,0.0,0.0,0.5,0.2,0.0
0.0,0.0,0.3,0.0,0.0,0.6,0.0,0.1
0.0,0.0,0.3,0.0,0.0,0.6,0.1,0.0
0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0
0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.6
0.0,0.0,0.3,0.0,0.1,0.0,0.1,0.5
0.0,0.0,0.3,0.0,0.1,0.0,0.2,0.4
0.0,0.0,0.3,0.0,0.1,0.0,0.3,0.3
0.0,0.0,0.3,0.0,0.1,0.0,0.4,0.2
0.0,0.0,0.3,0.0,0.1,0.0,0.5,0.1
0.0,0.0,0.3,0.0,0.1,0.0,0.6,0.0
0.0,0.0,0.3,0.0,0.1,0.1,0.0,0.5
0.0,0.0,0.3,0.0,0.1,0.1,0.1,0.4
0.0,0.0,0.3,0.0,0.1,0.1,0.2,0.3
0.0,0.0,0.3,0.0,0.1,0.1,0.3,0.2
0.0,0.0,0.3,0.0,0.1,0.1,0.4,0.1
0.0,0.0,0.3,0.0,0.1,0.1,0.5,0.0
0.0,0.0,0.3,0.0,0.1,0.2,0.0,0.4
0.0,0.0,0.3,0.0,0.1,0.2,0.1,0.3
0.0,0.0,0.3,0.0,0.1,0.2,0.2,0.2
0.0,0.0,0.3,0.0,0.1,0.2,0.3,0.1
0.0,0.0,0.3,0.0,0.1,0.2,0.4,0.0
0.0,0.0,0.3,0.0,0.1,0.3,0.0,0.3
0.0,0.0,0.3,0.0,0.1,0.3,0.1,0.2
0.0,0.0,0.3,0.0,0.1,0.3,0.2,0.1
0.0,0.0,0.3,0.0,0.1,0.3,0.3,0.0
0.0,0.0,0.3,0.0,0.1,0.4,0.0,0.2
0.0,0.0,0.3,0.0,0.1,0.4,0.1,0.1
0.0,0.0,0.3,0.0,0.1,0.4,0.2,0.0
0.0,0.0,0.3,0.0,0.1,0.5,0.0,0.1
0.0,0.0,0.3,0.0,0.1,0.5,0.1,0.0
0.0,0.0,0.3,0.0,0.1,0.6,0.0,0.0
0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.5
0.0,0.0,0.3,0.0,0.2,0.0,0.1,0.4
0.0,0.0,0.3,0.0,0.2,0.0,0.2,0.3
0.0,0.0,0.3,0.0,0.2,0.0,0.3,0.2
0.0,0.0,0.3,0.0,0.2,0.0,0.4,0.1
0.0,0.0,0.3,0.0,0.2,0.0,0.5,0.0
0.0,0.0,0.3,0.0,0.2,0.1,0.0,0.4
0.0,0.0,0.3,0.0,0.2,0.1,0.1,0.3
0.0,0.0,0.3,0.0,0.2,0.1,0.2,0.2
0.0,0.0,0.3,0.0,0.2,0.1,0.3,0.1
0.0,0.0,0.3,0.0,0.2,0.1,0.4,0.0
0.0,0.0,0.3,0.0,0.2,0.2,0.0,0.3
0.0,0.0,0.3,0.0,0.2,0.2,0.1,0.2
0.0,0.0,0.3,0.0,0.2,0.2,0.2,0.1
0.0,0.0,0.3,0.0,0.2,0.2,0.3,0.0
0.0,0.0,0.3,0.0,0.2,0.3,0.0,0.2
0.0,0.0,0.3,0.0,0.2,0.3,0.1,0.1
0.0,0.0,0.3,0.0,0.2,0.3,0.2,0.0
0.0,0.0,0.3,0.0,0.2,0.4,0.0,0.1
0.0,0.0,0.3,0.0,0.2,0.4,0.1,0.0
0.0,0.0,0.3,0.0,0.2,0.5,0.0,0.0
0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.4
0.0,0.0,0.3,0.0,0.3,0.0,0.1,0.3
0.0,0.0,0.3,0.0,0.3,0.0,0.2,0.2
0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.1
0.0,0.0,0.3,0.0,0.3,0.0,0.4,0.0
0.0,0.0,0.3,0.0,0.3,0.1,0.0,0.3
0.0,0.0,0.3,0.0,0.3,0.1,0.1,0.2
0.0,0.0,0.3,0.0,0.3,0.1,0.2,0.1
0.0,0.0,0.3,0.0,0.3,0.1,0.3,0.0
0.0,0.0,0.3,0.0,0.3,0.2,0.0,0.2
0.0,0.0,0.3,0.0,0.3,0.2,0.1,0.1
0.0,0.0,0.3,0.0,0.3,0.2,0.2,0.0
0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.1
0.0,0.0,0.3,0.0,0.3,0.3,0.1,0.0
0.0,0.0,0.3,0.0,0.3,0.4,0.0,0.0
0.0,0.0,0.3,0.0,0.4,0.0,0.0,0.3
0.0,0.0,0.3,0.0,0.4,0.0,0.1,0.2
0.0,0.0,0.3,0.0,0.4,0.0,0.2,0.1
0.0,0.0,0.3,0.0,0.4,0.0,0.3,0.0
0.0,0.0,0.3,0.0,0.4,0.1,0.0,0.2
0.0,0.0,0.3,0.0,0.4,0.1,0.1,0.1
0.0,0.0,0.3,0.0,0.4,0.1,0.2,0.0
0.0,0.0,0.3,0.0,0.4,0.2,0.0,0.1
0.0,0.0,0.3,0.0,0.4,0.2,0.1,0.0
0.0,0.0,0.3,0.0,0.4,0.3,0.0,0.0
0.0,0.0,0.3,0.0,0.5,0.0,0.0,0.2
0.0,0.0,0.3,0.0,0.5,0.0,0.1,0.1
0.0,0.0,0.3,0.0,0.5,0.0,0.2,0.0
0.0,0.0,0.3,0.0,0.5,0.1,0.0,0.1
0.0,0.0,0.3,0.0,0.5,0.1,0.1,0.0
0.0,0.0,0.3,0.0,0.5,0.2,0.0,0.0
0.0,0.0,0.3,0.0,0.6,0.0,0.0,0.1
0.0,0.0,0.3,0.0,0.6,0.0,0.1,0.0
0.0,0.0,0.3,0.0,0.6,0.1,0.0,0.0
0.0,0.0,0.3,0.0,0.7,0.0,0.0,0.0
0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.6
0.0,0.0,0.3,0.1,0.0,0.0,0.1,0.5
0.0,0.0,0.3,0.1,0.0,0.0,0.2,0.4
0.0,0.0,0.3,0.1,0.0,0.0,0.3,0.3
0.0,0.0,0.3,0.1,0.0,0.0,0.4,0.2
0.0,0.0,0.3,0.1,0.0,0.0,0.5,0.1
0.0,0.0,0.3,0.1,0.0,0.0,0.6,0.0
0.0,0.0,0.3,0.1,0.0,0.1,0.0,0.5
0.0,0.0,0.3,0.1,0.0,0.1,0.1,0.4
0.0,0.0,0.3,0.1,0.0,0.1,0.2,0.3
0.0,0.0,0.3,0.1,0.0,0.1,0.3,0.2
0.0,0.0,0.3,0.1,0.0,0.1,0.4,0.1
0.0,0.0,0.3,0.1,0.0,0.1,0.5,0.0
0.0,0.0,0.3,0.1,0.0,0.2,0.0,0.4
